Адрес на 30.08.2021;Широта;Долгота;;;
ул.Алабяна, д.19, к.1, г. Москва;55.799104;37.503268;;;
Северо-Западная хорда, напротив д.53 по Б.Академической ул., г. Москва;55.837512;37.54143;;;
ул.Сергия Радонежского, д.12, к.1, г. Москва;55.74659;37.678411;;;
Дмитровское ш., д.62, с.4, из центра, г. Москва;55.853243;37.564103;;;
Садовое кольцо, внутренняя сторона, д.10, с.1 по ул.Садовая-Самотёчная, г. Москва;55.773415;37.615341;;;
Дмитровское ш., д.56, из центра, г. Москва;55.84859;37.567483;;;
ул.Новый Арбат, д.28, г. Москва;55.752735;37.58447;;;
Дмитровское ш., д.51, к.1, в центр, г. Москва;55.842681;37.569452;;;
Дмитровское ш., д.7, с.2 по ул. Селигерская, из центра, г. Москва;55.866891;37.54746;;;
Дмитровское ш., вл.163А, в центр, г. Москва;55.911087;37.544226;;;
Дмитровское ш., съезд со внешней стороны МКАД, в центр, г. Москва;55.908168;37.543452;;;
Яузский бул., д.13, г. Москва;55.750846;37.645259;;;
Устьинский проезд, д.2/14, г. Москва;55.749582;37.641325;;;
ул.Крымский Вал, д.9, с.12, г. Москва;55.731329;37.606802;;;
ул.Липецкая, д.2, к.8, г. Москва;55.607783;37.666118;;;
ул.Липецкая, д.3, к.1, в центр, г. Москва;55.607719;37.666545;;;
Маршала Жукова просп., напротив д.92, в центр, г. Москва;55.788739;37.377335;;;
Энтузиастов ш., дублер, напротив д.4А, с.1, г. Москва;55.748161;37.698403;;;
Дмитровское ш., д.47, стр.3, в центр, г. Москва;55.835815;37.572012;;;
МКАД 8 км, внутреннее кольцо, съезд 6В, на СВХ, г. Москва;55.713341;37.837484;;;
ул.Подольских Курсантов, д.4, к.1, г. Москва;55.60943;37.612625;;;
ул.Валовая, д.26, дублер, г. Москва;55.730414;37.629016;;;
Рязанский просп., д.2 по 2-му Карачаровскому проезду, г. Москва;55.728425;37.753566;;;
ул.Новый Арбат, д.36, г. Москва;55.752729;37.578063;;;
Дмитровское ш., д.2, из центра, г. Москва;55.808791;37.580422;;;
Мичуринский просп., д.1, г. Москва;55.707707;37.518045;;;
Вернадского просп., д.70А, из центра, г. Москва;55.671659;37.496809;;;
ул.Вернисажная, поворот на ул.Щербаковская, напротив д.57/20 по Окружному проезду, г. Москва;55.783716;37.746146;;;
Кутузовский просп., д.2, к.2 по площади Победы, г. Москва;55.736729;37.517945;;;
ул.Щербаковская, д.36, с.3, г. Москва;55.782611;37.731499;;;
Щелковское ш., дублер, вл.2 по ул. Хабаровская, в центр, г. Москва;55.813335;37.829947;;;
ул.Каланчевская, д.6, с.2, г. Москва;55.771319;37.651862;;;
МКАД 61 км, внутренняя сторона, д.74 по Рублёвскому ш., г. Москва;55.77167;37.369748;;;
ул.Дубравная, д.53, г. Москва;55.840102;37.349823;;;
Алтуфьевское ш., д.9, в центр, г. Москва;55.852613;37.584561;;;
ТТК, внешняя сторона, ул. Сущёвский Вал, д.67, П-опора, г. Москва;55.792974;37.622232;;;
Сущевский вал, д.56, с.1, ТТК, внутренняя сторона, П-опора, г. Москва;55.792677;37.622176;;;
ТТК, ул.Сущёвский Вал, д.6 по ул.Верземнека, г. Москва;55.792118;37.629625;;;
Мира просп., д.114, из центра, г. Москва;55.808425;37.6376;;;
Мира просп., напротив д.211, к.2, из центра, г. Москва;55.844006;37.667997;;;
Ярославское ш., д.142, дублер, г. Москва;55.876459;37.718682;;;
ТТК, внешняя сторона, д.45 по ул.Малая Тульская, г. Москва;55.703391;37.616796;;;
Севастопольский просп., д.4, г. Москва;55.691352;37.606475;;;
Мира просп., д.5 по ул.Рижская площадь, г. Москва;55.795216;37.634386;;;
ТТК, внешняя сторона, ул.Сущёвский Вал, д.33, стр.1, г. Москва;55.792987;37.607119;;;
Проектируемый проезд № 584, д.1, к.7 по ул. Грина, г. Москва;55.558931;37.585606;;;
Варшавское ш., в центр, съезд на ул.Грина, г. Москва;55.558631;37.589508;;;
Энтузиастов ш., из центра, съезд на МКАД, внутреннее кольцо, г. Москва;55.775727;37.838565;;;
Комсомольская площадь, д.2, г. Москва;55.774893;37.656146;;;
"МКАД 2 км, внешняя сторона, 700 метров до ООТ ""Ивановское"", г. Москва";55.762122;37.843084;;;
ул.Масловка Н., напротив д.19, г. Москва;55.791349;37.571566;;;
Вернадского просп., д.13, дублер, в центр, г. Москва;55.688117;37.527451;;;
Сретенский бул., д.1, к.4, г. Москва;55.766913;37.632064;;;
Каширское ш., д.19, к.1, г. Москва;55.664593;37.630404;;;
Энтузиастов ш., д.7, г. Москва;55.748252;37.699766;;;
Семеновский проезд, д.2Г, с.1 по ул.Золотая, г. Москва;55.77545;37.714166;;;
ул.Восточная, д.11, г. Москва;55.713381;37.659078;;;
Садовое кольцо, внутренняя сторона, Новинский бул., д. 28/35, г. Москва;55.757731;37.584626;;;
Энтузиастов ш., напротив д.82/2, к.1, в центр, г. Москва;55.765767;37.789224;;;
Маршала Жукова просп., вл.17, стр.3 по ул. Маршала Прошлякова, из центра, г. Москва;55.78765;37.384608;;;
Звенигородское ш., д.9 по ул.Мнёвники, в центр, г. Москва;55.772667;37.490228;;;
Садовое кольцо, внешняя сторона, Новинский бул., д. 21, г. Москва;55.756023;37.583751;;;
Новинский бул., д.15, г. Москва;55.754644;37.583517;;;
Садовое кольцо, внешняя сторона, Новинский бул., д. 2/1 по Проточному переулку, г. Москва;55.750398;37.58278;;;
Садовое кольцо, внутренняя сторона, Новинский бул., д.8, с.2, г. Москва;55.750367;37.58315;;;
Андропова просп., напротив д.39, с.69, г. Москва;55.657309;37.65384;;;
Краснопресненская наб., д.12, г. Москва;55.753167;37.556163;;;
Крымский вал, д.9, с.12, г. Москва;55.730825;37.608397;;;
Крымский вал, д.8, г. Москва;55.731023;37.60863;;;
"МКАД 49 км, внешняя сторона, ООТ ""Посёлок Мещерский"", г. Москва";55.674631;37.422725;;;
ул.Валовая, д.29, г. Москва;55.730088;37.628937;;;
Садовое кольцо, внешняя сторона, д.4 по ул. Народная, г. Москва;55.739286;37.650998;;;
Садовое кольцо, внутренняя сторона, д.7 по 1-ому Гончарному переулку, г. Москва;55.739525;37.650819;;;
ул.Земляной Вал, напротив д.72, г. Москва;55.743792;37.65517;;;
Земляной вал, д.61, с.2, Ульяновская эстакада, г. Москва;55.748288;37.655844;;;
ул.Земляной Вал, д.72, г. Москва;55.743807;37.654827;;;
Садовое кольцо, внешняя сторона, Высокояузский мост, напротив д.3А, к.2 по Николоямскому переулку, г. Москва;55.750033;37.656055;;;
Садовое кольцо, внешняя сторона, ул. Земляной Вал, д.39/1, с.1, г. Москва;55.755053;37.657405;;;
Энтузиастов ш., д.46/2, дублер, г. Москва;55.758777;37.755621;;;
Крюковская пл., напротив к.834Б, г. Зеленоград, г. Москва;55.980648;37.175224;;;
Мира просп., д.125, с.1, г. Москва;55.828925;37.649357;;;
Садовое кольцо, внутренняя сторона, ул. Садовая-Кудринская, д.26/40, стр.2, г. Москва;55.763528;37.588194;;;
Садовое кольцо, внутренняя сторона, ул.Садовая-Триумфальная, д.4/10, г. Москва;55.77083;37.599534;;;
Земляной вал, д.54, с.1, Ульяновская эстакада, г. Москва;55.748293;37.655458;;;
ул.Валовая, д.26, г. Москва;55.73029;37.628852;;;
Садовое кольцо, внутренняя сторона, ул. Житная, у д.6, г. Москва;55.729792;37.620232;;;
Васильевский Спуск пл., пересечение с Большим Москворецким мостом, г. Москва;55.751769;37.624315;;;
Варшавское ш., д. 56 по ул. Большая Тульская, из центра, г. Москва;55.702053;37.621275;;;
Варшавское ш., д.74, к.1, из центра, г. Москва;55.655907;37.619349;;;
ТТК, внешняя сторона, д.23, к.3 по ул.Автозаводская, г. Москва;55.703372;37.64731;;;
Ленинградский просп., дублёр, д.29, к.2, г. Москва;55.786615;37.562;;;
Кожуховский 1-Й проезд, д.19, к.1, г. Москва;55.708518;37.665826;;;
Варшавское ш., д.150, к.2, г. Москва;55.598098;37.603005;;;
Симферопольское ш., съезд с МКАД, внешнее кольцо, в центр, г. Москва;55.573209;37.597826;;;
ул.Подольских Курсантов, дублер, д.9Б, с.1, г. Москва;55.607059;37.625477;;;
Волоколамское ш., напротив д.88, в центр, г. Москва;55.822723;37.440094;;;
Варшавское ш., напротив д.152, к.1, в центр, г. Москва;55.592642;37.600905;;;
Варшавское ш., д.133, г. Москва;55.60326;37.605909;;;
"МКАД 21 км, внутренняя сторона, 50 метров до ООТ ""Зябликово"", г. Москва";55.608735;37.765567;;;
Хорошевское ш., д.27, г. Москва;55.777897;37.524452;;;
Волоколамское ш., д.104, г. Москва;55.826044;37.427685;;;
Варшавское ш., д.59, с.2, в центр, г. Москва;55.675095;37.626589;;;
Каширское ш., д.44А по Варшавскому ш, из центра, г. Москва;55.674462;37.626248;;;
Волоколамское ш., д.75, г. Москва;55.825941;37.4275;;;
Каширское ш., д.1, к.3 по Борисовскому проезду, г. Москва;55.625925;37.710227;;;
Варшавское ш., д.4А по Днепропетровскому проезду, г. Москва;55.619294;37.613766;;;
МКАД 49 км, внешняя сторона, д.59 по ул.Московская, г. Москва;55.673505;37.423309;;;
проезд от Киевского ш. до д.Лапшинка, напротив д.1Б, с.1, квартал №61, Московский п-е, г. Москва;55.605452;37.335195;;;
ул.Шаболовка, д.29, к.2, в центр, г. Москва;55.721811;37.610407;;;
Садовое кольцо, внеш. сторона, Малый Краснохолмский мост, д.2/1, с.1 по Шлюзовой наб., г. Москва;55.733255;37.6419;;;
Нижняя Краснохолмская ул., д.52, стр.13 по Космодамианской набережной, г. Москва;55.734494;37.644197;;;
Новорязанское ш., в центр, съезд на МКАД, внешнее кольцо, г. Москва;55.68538;37.835485;;;
Волгоградский просп., д.47Б, с.2,  в центр, съезд на ТТК, г. Москва;55.719225;37.703828;;;
ТТК, внешняя сторона, съезд на Шмитовский проезд, напротив д.10 по ул. Тестовская, г. Москва;55.752582;37.531467;;;
ТТК, внешняя сторона, Лужнецкая эстакада, д.2/4, стр.3 по Лужнецкой набережной, г. Москва;55.715297;37.575128;;;
Рязанский просп., у вл.88, из центра, г. Москва;55.708226;37.833105;;;
Андропова просп., напротив д.20, с.1, г. Москва;55.690514;37.666079;;;
ул.Симоновский вал, д.11/31, г. Москва;55.724756;37.663852;;;
Волоколамское ш., д.139, с.2, в центр, г. Москва;55.83252;37.388781;;;
ул.Свободы, д.71, к.3, г. Москва;55.859944;37.449262;;;
ул.Алексея Дикого, д.7, к.1, г. Москва;55.747697;37.812365;;;
ул.Планетная, д.12, г. Москва;55.800176;37.54989;;;
Пятницкое ш., напротив д.23, из центра, г. Москва;55.849718;37.36888;;;
Кронштадтский бул., д.18А, г. Москва;55.843422;37.501731;;;
Каширское ш., д.136, г. Москва;55.600054;37.722992;;;
ул.Дорожная, д.125, с.2А по Варшавскому ш., г. Москва;55.632051;37.621287;;;
ул.Клязьминская, д.19, г. Москва;55.891451;37.529475;;;
МКАД 33 км, внутренняя сторона, д.29А, с.3 по ул.Дорожная, г. Москва;55.575609;37.607988;;;
Пролетарский просп., д.32, из центра, г. Москва;55.630236;37.661236;;;
"ул.Крылатские Холмы, вл.40 ОРП ""Крылатские холмы"", г. Москва";55.764283;37.40761;;;
ул.Профсоюзная, д.116, к.1, г. Москва;55.638372;37.523105;;;
Севастопольский просп., д.26, с.1, г. Москва;55.666364;37.581453;;;
Востряковский проезд, д.20А, г. Москва;55.574868;37.65341;;;
ул.Новобутовская, напротив д.1, к.8 по ул.Грина, г. Москва;55.560302;37.588001;;;
Фрунзенская наб., напротив д.48, г. Москва;55.716998;37.580439;;;
Новотушинский проезд, д.3, г. Москва;55.835818;37.384136;;;
Пресненский вал, д.6, с.2, г. Москва;55.764303;37.563764;;;
ул.Верхние Поля, д.56, с.1, г. Москва;55.656976;37.825754;;;
ул.Молдагуловой, напротив д.34, г. Москва;55.719021;37.834754;;;
ул.Адмирала Лазарева, д.36, г. Москва;55.54616;37.527905;;;
ул.Косыгина, д.32, с.2, г. Москва;55.72054;37.535525;;;
Огородный проезд, напротив д.20, стр.1, г. Москва;55.820211;37.591935;;;
ул.Добролюбова, напротив д.23, г. Москва;55.818976;37.592479;;;
ул.Островитянова, д.31, г. Москва;55.634009;37.521929;;;
Марьиной Рощи 15-Й проезд, напротив д.4, корп.1 по ул. 17-й проезд Марьиной Рощи, г. Москва;55.809816;37.612324;;;
ул.Академика Варги, д.4А, г. Москва;55.631285;37.479205;;;
ул.Болотниковская, д.5, г. Москва;55.656193;37.61389;;;
Варшавское ш., д.6 по ул. 4-ая Павлоградская, из центра, г. Москва;55.545409;37.584886;;;
Варшавское ш., пересечение с Большой Бутовской, из центра, г. Москва;55.545472;37.58531;;;
ул.Грина, д.3А, г. Москва;55.5662;37.574963;;;
ул.Новаторов, д.28, г. Москва;55.664735;37.52627;;;
60-Летия Октября просп., д.27, к.1, г. Москва;55.69034;37.575397;;;
ул.Профсоюзная, д.20/9, из центра, г. Москва;55.682132;37.5671;;;
ул.Профсоюзная, д.24, к.1, из центра, г. Москва;55.680073;37.564835;;;
Нагатинская наб., напротив д.6 по Нагатинскому бульвару, г. Москва;55.684296;37.651282;;;
ул.Шипиловская, д.62А, г. Москва;55.623088;37.751439;;;
ул.Менделеевская, микрорайон Ленинские Горы, 1с3А, г. Москва;55.702586;37.523902;;;
ул.Верхние Поля, д.56Г, г. Москва;55.656912;37.826372;;;
Новочеркасский бул., вл.5, г. Москва;55.646355;37.719403;;;
ул.Старобитцевская, д.21, к.2, г. Москва;55.578062;37.577475;;;
ул.Адмирала Лазарева, д.6, г. Москва;55.546109;37.541916;;;
ул.Озерная, д.34, к.1, г. Москва;55.673926;37.450414;;;
ул.Профсоюзная, д.117, г. Москва;55.630336;37.517899;;;
ул.Куликовская, д.16, к.1 по ул.Ратная, г. Москва;55.576701;37.569242;;;
ул.Юности, д.15, г. Москва;55.724839;37.800385;;;
Чечерский проезд, напротив вл.5, г. Москва;55.535195;37.538523;;;
Мичуринский просп., д.58, к.1, г. Москва;55.691411;37.487224;;;
Мичуринский просп., напротив д.58, к.1, г. Москва;55.691632;37.488087;;;
Старокрюковский проезд, д.18, с.8 по ул.Заводская, г. Зеленоград, г. Москва;55.974452;37.183296;;;
Нахимовский просп., д.48, г. Москва;55.680039;37.559882;;;
Зеленый просп., д.44, г. Москва;55.752947;37.807588;;;
ул.Суздальская, д.12, к.1, г. Москва;55.739569;37.846745;;;
Краснопресненская наб., напротив д.2, г. Москва;55.753783;37.570438;;;
ул.Бирюлевская, д.58, к.1, г. Москва;55.581266;37.671563;;;
ул.Косинская Б., вл.1, г. Москва;55.708032;37.851065;;;
ул.Знаменские Садки, д.1А, г. Москва;55.572102;37.575414;;;
ул.Знаменские Садки, напротив д.1А, г. Москва;55.572717;37.573987;;;
Можайское ш., д.9, дублер, г. Москва;55.721309;37.438829;;;
Серебрякова проезд, д.2, к.1, г. Москва;55.846605;37.642319;;;
ул.Василия Петушкова, д.25, г. Москва;55.83843;37.407458;;;
ул.Бакунинская, д.23/41, г. Москва;55.775759;37.685544;;;
ул.Производственная, д.5, г. Москва;55.649489;37.38578;;;
ул.Лебедева, микрорайон Ленинские Горы, 1Л, г. Москва;55.701035;37.533541;;;
ул.Куусинена, д.21, г. Москва;55.79015;37.51073;;;
Свободный просп., д.21/2, г. Москва;55.75777;37.819833;;;
Мира просп., напротив вл.119 стр.70 (территория АО ВДНХ), г. Москва;55.828895;37.639721;;;
ул.Рудневка, д.15, г. Москва;55.715976;37.88499;;;
Сиреневый бул., д.60, г. Москва;55.803143;37.826078;;;
ул.Молдагуловой, д.32, г. Москва;55.719616;37.830602;;;
Волжский Бульвар 113 А кв-л, к.3, г. Москва;55.697991;37.752817;;;
ул.Балтийская, д.6, к.1, г. Москва;55.808368;37.513363;;;
ул.Милашенкова, д.17, г. Москва;55.826757;37.581631;;;
ул.Свободы, д.57, г. Москва;55.85051;37.45257;;;
ул.Маршала Прошлякова, д.13, г. Москва;55.789104;37.388886;;;
Коровинское ш., д.21, к.1, г. Москва;55.876381;37.524743;;;
ул.Нагатинская, д.9, к.3, г. Москва;55.68018;37.63706;;;
ул.Дубнинская, д.69, к.2, г. Москва;55.87682;37.55745;;;
ул.Космонавта Волкова, д.13, к.1, г. Москва;55.81571;37.51443;;;
Озерная аллея, у д.5, с.2 по Георгиевскому проспекту, г. Зеленоград, г. Москва;55.985477;37.214901;;;
ул.Онежская, д.8/7, г. Москва;55.845416;37.521712;;;
ул.Онежская, д.38, к.1, г. Москва;55.859621;37.50874;;;
Пресненский вал, напротив д.26, г. Москва;55.769968;37.565475;;;
ул.Генерала Глаголева, д.12, г. Москва;55.781762;37.462181;;;
Олимпийский просп., д.11, с.2, г. Москва;55.79015;37.62242;;;
ул.Ивантеевская, д.5, к.6 по Открытому шоссе, г. Москва;55.814108;37.734188;;;
Грузинский вал, д.11, с.3, г. Москва;55.774012;37.579402;;;
ул.Первомайская Нижн., д.24, г. Москва;55.79101;37.80156;;;
Мира просп., д.182, (дублер), г. Москва;55.82603;37.647305;;;
Мира просп., (дублер), напротив д.126, в центр, г. Москва;55.817394;37.638342;;;
Ярославское ш. (дублёр), д.117, остановка общественного транспорта «Детская поликлиника», в центр, г. Москва;55.871903;37.712345;;;
ул.Адмирала Корнилова (П Московский), напротив д.66, Московский п-е, г. Москва;55.620853;37.445955;;;
Нахимовский просп., д.65А, г. Москва;55.680498;37.557754;;;
ул.Профсоюзная, д.13, г. Москва;55.680438;37.5659;;;
Ломоносовский просп., д.14, г. Москва;55.689844;37.542328;;;
ул.Владимирская 1-Я, д.34, к.3, г. Москва;55.747802;37.781003;;;
Зеленый просп., д.8, г. Москва;55.749275;37.776856;;;
Рождественский бул., д.15, г. Москва;55.766667;37.627663;;;
Гоголевский бул., д.25, с.1, г. Москва;55.748478;37.599507;;;
ул.Первомайская, д.52, г. Москва;55.793098;37.792163;;;
ул.Новогиреевская, д.14, к.1, г. Москва;55.761926;37.79281;;;
ул.Первомайская Нижн., напротив д.29, г. Москва;55.791067;37.803713;;;
ул.Первомайская, д.80, г. Москва;55.793218;37.803467;;;
Озерная аллея, д.8, г. Зеленоград, г. Москва;55.98481;37.225018;;;
ул.Твардовского, напротив д.31, к.2, г. Москва;55.796623;37.409306;;;
Международное ш., съезд на Ленинградское ш., г. Москва;55.922353;37.393662;;;
ул.Краснодонская, д.33, г. Москва;55.675832;37.749138;;;
Ленинградское ш., д.65, с.1, г. Москва;55.866974;37.461984;;;
ул.Атласова, д.2А по ул.Хабарова, г. Московский, Московский п-е, г. Москва;55.596998;37.355542;;;
ул.Первомайская, д.105, г. Москва;55.793414;37.80967;;;
ул.Николая Старостина, д.3/2, г. Москва;55.731358;37.848962;;;
ул.Кравченко, вл.19, г. Москва;55.676526;37.517875;;;
ул.Щепкина, д.47, с.1, г. Москва;55.781358;37.629412;;;
ул.Башиловская, д.1, к.1, г. Москва;55.793014;37.576978;;;
ул.Пироговская Б., д.29, г. Москва;55.729931;37.566927;;;
ул.Покрышкина, напротив д.1, к.1, г. Москва;55.664025;37.479803;;;
Волгоградский просп., д.3-5, с.2, г. Москва;55.732096;37.671573;;;
ул.Череповецкая, д.12, г. Москва;55.89823;37.57235;;;
ул.Миклухо-Маклая, д.40А, г. Москва;55.638267;37.542183;;;
ул.Череповецкая, д.24, г. Москва;55.89803;37.58429;;;
ул.Люблинская, д.60, г. Москва;55.674268;37.739197;;;
ул.Центральная, д.6, к.2 по ул.2-я Рейсовая, п. Внуково, г. Москва;55.606883;37.295352;;;
Новочеркасский бул., д.30, г. Москва;55.646429;37.727222;;;
Нагатинская наб., напротив д.18, к.1, г. Москва;55.684675;37.65601;;;
Дмитровское ш., д.5/1, г. Москва;55.812708;37.57786;;;
ул.Рябиновая, д.8, к.1, г. Москва;55.716787;37.423281;;;
ул.Рябиновая, д.9, г. Москва;55.717614;37.423827;;;
Балаклавский просп., д.1, г. Москва;55.640536;37.61725;;;
ул.Азовская, напротив д.15, г. Москва;55.656575;37.598206;;;
"ул.Лобачевского, ООТ ""МГИМО"", г. Москва";55.671644;37.491469;;;
Щелковское ш., д.66, дублёр из центра, г. Москва;55.810242;37.807083;;;
Варшавское шоссе, у д.1 снт Связист-1, д. Киселево, Кленовское п-е, г. Москва;55.352917;37.340838;;;
Мичуринский просп., д.6, к.3, г. Москва;55.711862;37.52704;;;
Ломоносовский просп., напротив д.27, к.4, г. Москва;55.701771;37.521599;;;
ул.Шереметьевская, д.6, к.1, г. Москва;55.79684;37.616258;;;
ул.Смольная, д.35, с.1, г. Москва;55.861037;37.481746;;;
ул.Рябиновая, напротив д.12, г. Москва;55.714795;37.42329;;;
ул.Рябиновая, д.14, г. Москва;55.713982;37.422498;;;
ул.Бориса Галушкина, д.7, г. Москва;55.824904;37.652851;;;
ул.Бориса Галушкина, д.12, г. Москва;55.824243;37.653993;;;
Ярославское ш., д.19, с.1, в центр, г. Москва;55.858704;37.687367;;;
ул.Вольская 2-Я, д.15, г. Москва;55.686885;37.929113;;;
Ярославское ш., д.19, с.1, (дублёр), в центр, г. Москва;55.858269;37.686199;;;
ул.Минская, д.9, г. Москва;55.737347;37.485123;;;
Ломоносовский просп., д.8/73, г. Москва;55.687584;37.546291;;;
Ярославское ш., д.5, (дублёр), в центр, г. Москва;55.85217;37.67774;;;
ул.Обручева, у д.109/1, к.3, по Ленинскому проспекту, г. Москва;55.661905;37.511005;;;
ул.Нагатинская, д.6, г. Москва;55.680255;37.634285;;;
ул.Селезневская, д.32, г. Москва;55.781084;37.612148;;;
Щелковское ш., д.91А, с.1, г. Москва;55.812757;37.826864;;;
"а/д ""М1 Беларусь-Кокошкино-М3 Украина"", поворот на ул. Горького, Кокошкино п-е, г. Москва";55.588332;37.15821;;;
Мира просп., д.99, г. Москва;55.810599;37.637155;;;
Ярославское ш., д.135, г. Москва;55.877896;37.719626;;;
Щелковское ш., д.38/66, г. Москва;55.809757;37.787703;;;
Мира просп., д.222, с.4, г. Москва;55.842364;37.665834;;;
Мира просп., д.122, г. Москва;55.813534;37.638423;;;
ул.Академика Скрябина, д.5, к.1, г. Москва;55.714457;37.796782;;;
Кутузовский просп., д.34, с.14, г. Москва;55.739235;37.530306;;;
ул.Электродная, д.4А, г. Москва;55.755697;37.751969;;;
ул.Плеханова, д.26, к.4, г. Москва;55.740449;37.768553;;;
Рязанский просп., д.91, к.1, г. Москва;55.715671;37.803293;;;
ул.Кусковская, д.37/60, г. Москва;55.742747;37.788535;;;
ул.Твардовского, д.2, к.4, г. Москва;55.798833;37.390611;;;
ул.Дубровская 1-Я, д.2, г. Москва;55.728724;37.668545;;;
ул.Косинская Б., напротив вл.1, г. Москва;55.708449;37.851741;;;
Вернадского просп., напротив д.19, с.1 по ул.Косыгина, г. Москва;55.704815;37.552065;;;
Тульская м., д.45А, к.5, г. Москва;55.70349;37.61753;;;
Свободный просп., д.2, с.2, г. Москва;55.761701;37.821264;;;
Можайское ш., д.23, дублер в центр, г. Москва;55.720138;37.427421;;;
ул.Ижорская, д.5, г. Москва;55.884834;37.504197;;;
ул.Суздальская, д.18, к.1, г. Москва;55.741765;37.847858;;;
Коровинское ш., д.41, г. Москва;55.886561;37.514304;;;
ул.Черкизовская Б., д.1, к.1, дублёр, г. Москва;55.796634;37.715802;;;
Измайловский бул., д.28/12, г. Москва;55.796534;37.794054;;;
ул.Митинская, д.36, к.1, г. Москва;55.846742;37.360757;;;
Симферопольский бул., пересечение с Балаклавским просп. из центра, г. Москва;55.641111;37.605299;;;
ул.Азовская, пересечение с ул.Болотниковская, в центр, г. Москва;55.656877;37.598289;;;
Университетский просп., д.4, г. Москва;55.696658;37.554163;;;
ул.Салтыковская, д.11Б, с.1, г. Москва;55.73422;37.862788;;;
"Остафьевское ш., ООТ ""Аэропорт Остафьево"", с. Остафьево, Рязановское п-е, г. Москва";55.5025;37.51754;;;
ул.Болотниковская, д.15, к.2 по ул.Цюрупы, г. Москва;55.665433;37.569052;;;
ул.Центральная, д.2Г по ул.2-я Рейсовая, п. Внуково, г. Москва;55.606477;37.295429;;;
ул.Новослободская, д.37, к.4А, г. Москва;55.782796;37.597748;;;
"ул.Прянишникова, ООТ ""Университет печати"", г. Москва";55.835681;37.541855;;;
Чечерский проезд, д.25, г. Москва;55.530355;37.526277;;;
Севастопольский просп., пересечение с ул.Обручева из центра, г. Москва;55.64959;37.56265;;;
ул.Авиаконструктора Микояна, пересечение с Ходынским бульв. в центр, г. Москва;55.788879;37.540556;;;
Новомихалковский 4-Й проезд, напротив д.14, с.1, г. Москва;55.844891;37.542349;;;
ул.Магистральная 1-Я, д.20, с.2, г. Москва;55.771405;37.517017;;;
ул.1905 Года, д.3, г. Москва;55.758768;37.55802;;;
ул.Вешняковская, д.3, г. Москва;55.738408;37.819913;;;
Волгоградский просп., д.39А, г. Москва;55.716237;37.709892;;;
60-Летия Октября просп., д.18, к.1, г. Москва;55.689479;37.574512;;;
Мира просп., вл.119 стр.142 (территория АО ВДНХ), г. Москва;55.830381;37.619916;;;
ул.Барболина, д.3, к.18, г. Москва;55.787279;37.687349;;;
ул.Бусиновская Горка, д.3, г. Москва;55.881659;37.495886;;;
Трикотажный проезд, д.3, к.2 по ул.Василия Петушкова, г. Москва;55.833445;37.399725;;;
ул.Владимирская 2-Я, д.14, г. Москва;55.758927;37.779851;;;
ул.Подвойского, д.14, г. Москва;55.76232;37.53677;;;
Мурманский проезд, д.14, к.3, г. Москва;55.80647;37.62298;;;
ул.Маршала Катукова, д.3, к.1, г. Москва;55.812891;37.3965;;;
ул.Кусковская, д.17, к.1, г. Москва;55.739033;37.778712;;;
Машкинское ш., напротив д.23, к.37, г. Москва;55.907047;37.367099;;;
Мира просп., д.94 из центра, г. Москва;55.795739;37.634985;;;
Ломоносовский просп., д.31, к.1, г. Москва;55.706046;37.513575;;;
Волгоградский просп., вл.40, г. Москва;55.715704;37.710669;;;
Энтузиастов ш., д.51, дублер, в центр, г. Москва;55.772614;37.823527;;;
Лермонтовский просп., съезд на МКАД, г. Москва;55.708188;37.838345;;;
Можайское ш., д.28, дублер, из центра, г. Москва;55.719954;37.421713;;;
Вернадского просп., д.158, с.3 по Ленинскому проспекту, г. Москва;55.650773;37.480787;;;
Волгоградский просп., д.59, дублёр, г. Москва;55.709535;37.733819;;;
Звенигородское ш., д.2, с.2 по 1-ой Магистральной ул., эстакада, г. Москва;55.7669;37.533121;;;
Ярославское ш., д.65, (дублёр), в центр, г. Москва;55.866141;37.702463;;;
Вернадского просп., МГТ №270, из центра, г. Москва;55.707177;37.554777;;;
ул.Минская, напротив д.1Л, г. Москва;55.724361;37.497396;;;
Маршала Жукова просп., д.44, дублёр из центра, г. Москва;55.77695;37.467766;;;
ул.Стромынка, д.7, к.6, г. Москва;55.793228;37.690699;;;
Дмитровское ш., напротив д.5/1, г. Москва;55.813657;37.577882;;;
ул.Изюмская, д.57, г. Москва;55.544418;37.561853;;;
ул.Люблинская, д.121/1, г. Москва;55.674797;37.73948;;;
Косинское ш., дублёр, пересечение с ул.Большая Косинская, из центра, г. Москва;55.708158;37.851972;;;
ул.Красный Казанец, д.7, г. Москва;55.72119;37.805579;;;
Волгоградский просп., д.181, к.1,  в центр, г. Москва;55.69641;37.807018;;;
Севастопольский просп., д.75, к.1, в центр, г. Москва;55.655663;37.570307;;;
Волгоградский просп., напротив д.23, стр.6 по ул. Академика Скрябина, в центр, г. Москва;55.699049;37.800258;;;
Севастопольский просп., д.45, к.1, в центр, г. Москва;55.671961;37.587818;;;
ул.Обручева, д.29, с.1, г. Москва;55.652557;37.546953;;;
ул.Обручева, д.34/63, с.2, г. Москва;55.655212;37.540414;;;
Волгоградский просп., д.169, в центр, г. Москва;55.702446;37.788876;;;
ул.Обручева, напротив д.36, к.1, г. Москва;55.65465;37.542407;;;
